n_members,n_windows,sol_lon_min,sol_lon_max,best_z,ra,dec,vgeo,sol_lon,q,e,i,peri,node,gmn_code,gmn_code_fraction,sporadic_fraction,iau_established,iau_established_sep,iau_working,iau_working_sep,gathered,n_years_present,n_years_excess,excess_years,median_year_z,max_year_fraction,gathered_sporadic_fraction,lam_sun_centred,beta_ecl,nearest_sporadic_source,sporadic_source_dist_deg,iau_recheck_established,iau_recheck_working
13,1,225.0,227.0,11.0,107.65,-3.59,61.77,226.3,0.6276,0.9595,126.66,75.97,46.3,,0.0,1.0,,,,,76,6,6,"2020,2021,2022,2023,2024,2025",8.0,0.289,1.0,243.96,-25.44,south_apex,26.6,,
10,1,319.5,321.5,8.0,192.58,1.42,60.0,320.21,0.1603,0.9772,157.92,313.14,320.21,,0.0,1.0,,,,,27,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.259,1.0,231.54,6.35,antihelion,32.1,,
34,1,6.0,8.0,11.02,296.99,-2.63,65.03,6.97,0.6839,0.9444,143.8,109.83,6.97,,0.0,1.0,,,,,27,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.259,1.0,291.86,17.73,north_apex,21.1,,
10,1,217.5,219.5,8.0,102.44,-0.56,61.77,218.39,0.6235,0.9017,130.73,77.15,38.39,,0.0,1.0,,,,,53,6,6,"2019,2021,2022,2023,2024,2025",6.0,0.283,1.0,245.42,-24.05,south_apex,24.9,,
10,1,217.5,219.5,8.0,123.59,7.54,69.61,218.62,0.9756,0.8524,158.99,15.7,38.62,,0.0,1.0,,,,,41,6,6,"2019,2021,2022,2023,2024,2025",4.0,0.366,1.0,265.86,-11.56,south_apex,5.3,,
12,1,340.5,342.5,9.0,209.41,-22.05,59.75,341.59,0.2309,0.9706,150.67,124.43,161.59,,0.0,1.0,,,,,55,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.364,1.0,234.1,-9.48,antihelion,35.3,,
10,1,166.5,168.5,8.0,39.16,-2.01,56.13,167.84,0.2097,0.9827,123.26,127.95,347.84,,0.0,1.0,,,,,40,6,6,"2020,2021,2022,2023,2024,2025",5.0,0.325,1.0,228.86,-16.37,antihelion,32.9,,
42,1,123.0,125.0,41.0,242.04,37.7,13.51,124.16,1.0141,0.6378,17.24,184.57,124.18,,0.0,1.0,,,,,246,6,6,"2020,2021,2022,2023,2024,2025",26.0,0.386,1.0,96.76,56.82,north_toroidal,90.8,,
50,2,196.5,200.0,12.82,112.6,-1.13,67.21,199.14,0.9774,0.929,140.72,343.31,19.14,,0.0,1.0,,,,,79,6,6,"2020,2021,2022,2023,2024,2025",11.0,0.329,1.0,275.27,-22.6,south_apex,9.1,,
37,2,22.5,26.0,17.0,256.7,2.48,56.25,23.91,0.3979,0.9712,111.13,282.94,23.91,,0.0,1.0,,,,,65,6,6,"2021,2022,2023,2024,2025,2026",7.0,0.369,0.969,229.27,25.73,antihelion,38.4,,
20,1,244.5,246.5,6.54,188.95,39.88,58.17,245.77,0.9193,0.9268,108.7,148.97,245.77,,0.0,1.0,,,,,46,6,6,"2020,2021,2022,2023,2024,2025",4.0,0.304,1.0,284.44,40.33,north_toroidal,21.7,,
29,2,297.0,300.5,18.0,167.63,-4.38,58.17,298.24,0.1652,0.9581,149.44,133.87,118.24,,0.0,1.0,,,,,42,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.238,1.0,231.11,-8.61,antihelion,32.2,,
21,2,40.5,44.0,6.11,263.16,25.12,43.73,42.52,0.7156,0.969,69.89,246.77,42.52,,0.0,1.0,,,,,47,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.34,1.0,218.69,48.71,north_toroidal,32.0,,
12,1,193.5,195.5,5.37,139.88,43.31,60.18,194.01,0.6671,0.8478,125.85,106.58,194.02,,0.0,1.0,,,,,33,6,6,"2020,2021,2022,2023,2024,2025",4.0,0.273,1.0,294.61,26.56,north_apex,25.7,,
59,3,231.0,236.0,18.0,110.39,6.13,61.51,233.52,0.382,0.956,140.39,104.69,53.52,,0.0,1.0,,,,,140,6,6,"2020,2021,2022,2023,2024,2025",15.0,0.321,0.993,238.17,-15.5,south_apex,30.7,,
12,1,193.5,195.5,6.11,52.66,-11.78,43.22,194.79,0.3211,0.9459,65.12,113.96,14.79,,0.0,1.0,,,,,43,6,6,"2020,2021,2022,2023,2024,2025",4.0,0.372,1.0,212.04,-28.54,antihelion,30.8,,
34,1,169.5,171.5,19.53,6.19,38.78,42.66,170.42,0.3948,0.9477,63.57,284.49,170.42,,0.0,1.0,,,,,76,6,6,"2020,2021,2022,2023,2024,2025",12.0,0.237,1.0,209.77,32.69,antihelion,34.0,,
11,1,84.0,86.0,6.11,299.06,12.68,45.91,85.42,0.4011,0.9389,79.25,285.58,85.43,,0.0,1.0,,,,,33,6,6,"2020,2021,2023,2024,2025,2026",3.0,0.364,1.0,218.83,32.83,antihelion,37.5,,
59,3,225.0,230.0,24.0,270.23,64.95,24.43,228.99,0.9888,0.682,38.79,179.54,228.99,,0.0,1.0,,,,,111,6,6,"2020,2021,2022,2023,2024,2025",13.0,0.315,1.0,357.78,85.53,north_toroidal,36.4,,
14,1,73.5,75.5,14.0,284.54,-10.84,41.59,74.94,0.0964,0.9638,39.86,327.93,74.94,,0.0,1.0,,,,,118,6,6,"2020,2021,2023,2024,2025,2026",8.5,0.331,0.983,209.17,11.6,antihelion,14.8,,
23,1,145.5,147.5,15.06,335.71,46.03,40.77,146.71,0.7117,0.9154,63.97,246.58,146.71,,0.0,1.0,,,,,36,6,6,"2020,2021,2022,2023,2024,2025",3.0,0.472,1.0,34.86,50.77,helion,71.0,,
12,1,87.0,89.0,5.37,16.66,29.32,61.38,87.99,0.5301,0.9479,134.65,90.51,87.98,,0.0,1.0,,,,,31,6,6,"2021,2022,2023,2024,2025,2026",3.5,0.258,1.0,298.97,20.85,north_apex,28.2,,
17,1,202.5,204.5,14.0,39.2,30.07,40.98,203.5,0.1719,0.985,35.14,312.88,203.5,,0.0,1.0,,,,,73,6,6,"2020,2021,2022,2023,2024,2025",9.0,0.301,1.0,203.18,14.11,antihelion,14.5,,
27,1,4.5,6.5,15.06,246.42,10.76,56.19,5.76,0.572,0.9539,109.79,263.38,5.76,,0.0,1.0,,,,,32,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.312,1.0,237.24,30.85,north_apex,34.1,,
13,1,73.5,75.5,6.11,291.21,14.2,47.39,74.56,0.4783,0.9376,81.24,275.86,74.56,,0.0,1.0,,,,,28,6,6,"2021,2022,2023,2024,2025,2026",3.5,0.25,1.0,220.64,35.09,antihelion,40.2,,
15,1,73.5,75.5,14.0,350.91,0.03,70.19,74.15,0.9601,0.9632,173.88,154.54,74.88,,0.0,1.0,,,,,40,6,6,"2020,2021,2023,2024,2025,2026",2.5,0.425,1.0,276.71,4.15,north_apex,12.7,,
69,2,51.0,54.5,22.51,299.04,4.12,62.87,53.44,0.7445,0.9558,132.55,243.8,53.43,,0.0,1.0,,,,,49,6,6,"2020,2021,2023,2024,2025,2026",4.0,0.327,1.0,248.07,24.85,north_apex,22.8,,
13,1,285.0,287.0,6.54,202.79,-8.89,71.09,286.06,0.9234,0.9105,177.02,156.32,285.53,,0.0,1.0,,,,,23,6,6,"2021,2022,2023,2024,2025,2026",2.5,0.304,1.0,276.76,2.18,north_apex,14.5,,
41,2,192.0,195.5,15.06,78.52,-10.44,57.44,192.89,0.699,0.9221,112.67,69.19,12.89,,0.0,1.0,,,,,61,6,6,"2019,2021,2022,2023,2024,2025",9.0,0.295,1.0,242.86,-33.38,south_apex,30.8,,
25,1,327.0,329.0,26.0,182.63,19.55,42.37,328.08,0.194,0.968,46.36,309.25,328.08,,0.0,1.0,,,,,45,6,6,"2020,2021,2023,2024,2025,2026",3.5,0.311,1.0,204.83,18.16,antihelion,18.8,,
25,1,40.5,42.5,7.14,279.79,6.87,57.96,41.32,0.6147,0.9392,114.56,258.76,41.32,,0.0,1.0,,,,,46,6,6,"2020,2021,2023,2024,2025,2026",4.0,0.348,1.0,239.49,29.86,north_apex,31.9,,
26,1,114.0,116.0,14.31,318.59,37.01,43.06,115.14,0.7458,0.9413,71.84,244.17,115.14,,0.0,1.0,,,,,44,6,6,"2020,2021,2022,2023,2024,2025",4.0,0.341,1.0,220.86,50.69,north_toroidal,29.5,,
33,2,201.0,204.5,19.0,96.41,-14.82,58.04,201.91,0.9215,0.8679,112.02,33.95,21.91,,0.0,1.0,,,,,48,6,6,"2019,2021,2022,2023,2024,2025",4.0,0.333,1.0,256.13,-38.5,south_apex,26.6,,
28,1,19.5,21.5,7.14,297.75,11.19,62.01,20.43,0.9096,0.8586,124.16,143.42,20.43,,0.0,1.0,,,,,33,6,6,"2021,2022,2023,2024,2025,2026",4.0,0.242,1.0,282.84,30.98,north_apex,19.9,,
22,1,28.5,30.5,7.06,283.5,-9.31,68.4,29.32,0.8237,0.9721,155.05,231.31,29.32,,0.0,1.0,,,,,73,6,6,"2021,2022,2023,2024,2025,2026",6.0,0.329,1.0,253.79,13.31,north_apex,15.8,,
18,1,51.0,53.0,14.0,293.42,7.61,60.03,51.82,0.7064,0.9372,122.52,247.98,51.81,,0.0,1.0,,,,,47,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.34,1.0,244.97,29.03,north_apex,27.1,,
17,1,283.5,285.5,14.0,173.49,51.55,46.48,284.43,0.6284,0.9193,77.02,255.33,284.42,,0.0,1.0,,,,,62,6,6,"2020,2022,2023,2024,2025,2026",3.0,0.355,1.0,223.26,43.89,north_toroidal,33.0,,
62,3,219.0,224.0,21.0,102.26,6.47,62.25,222.86,0.4334,0.9654,139.78,98.25,42.86,,0.0,1.0,,,,,150,6,6,"2020,2021,2022,2023,2024,2025",19.0,0.287,0.9,239.23,-16.09,south_apex,29.7,,
20,1,124.5,126.5,18.0,279.64,-14.72,13.67,125.4,0.8742,0.6508,3.14,227.02,125.71,,0.0,1.0,,,,,403,6,6,"2020,2021,2022,2023,2024,2025",16.07,0.469,1.0,153.85,7.81,antihelion,46.7,,
59,2,1.5,5.0,16.55,242.01,-29.12,63.75,2.42,0.4773,0.8867,161.37,97.83,182.42,,0.0,1.0,,,,,54,6,6,"2020,2021,2023,2024,2025,2026",3.0,0.389,1.0,239.7,-8.38,south_apex,30.4,,
32,1,357.0,359.0,6.15,266.22,20.35,56.13,358.09,0.9927,0.8614,105.53,185.63,358.09,,0.0,1.0,,,,,35,6,6,"2020,2021,2022,2024,2025,2026",3.0,0.4,1.0,266.29,43.17,north_toroidal,17.0,,
45,1,336.0,338.0,26.98,207.26,-23.6,61.95,337.02,0.3137,0.951,148.73,113.08,157.02,,0.0,1.0,,,,,83,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.446,1.0,236.21,-10.98,south_apex,33.2,,
20,1,283.5,285.5,16.0,152.44,58.77,37.92,284.62,0.59,0.9519,53.63,260.25,284.62,,0.0,1.0,,,,,41,6,6,"2020,2021,2022,2024,2025,2026",3.0,0.317,1.0,205.01,43.27,antihelion,43.5,,
72,3,37.5,42.5,21.0,275.11,-13.9,61.96,38.57,0.3163,0.975,155.42,293.13,38.56,,0.0,1.0,,,,,85,6,6,"2021,2022,2023,2024,2025,2026",9.5,0.259,1.0,236.3,7.94,north_apex,33.8,,
14,1,40.5,42.5,6.86,277.86,-15.44,62.07,41.89,0.2992,0.9758,158.33,295.13,41.88,,0.0,1.0,,,,,73,6,6,"2021,2022,2023,2024,2025,2026",7.5,0.247,1.0,236.07,7.73,north_apex,34.1,,
25,1,226.5,228.5,15.06,126.29,16.8,68.33,227.39,0.8229,0.8336,175.01,53.15,47.71,,0.0,1.0,,,,,59,6,6,"2020,2021,2022,2023,2024,2025",7.0,0.254,0.983,255.94,-2.87,south_apex,18.4,,
13,1,75.0,77.0,6.11,344.67,65.96,36.65,75.96,0.8892,0.8136,60.6,136.11,75.97,,0.0,1.0,,,,,20,5,5,"2021,2023,2024,2025,2026",2.5,0.25,1.0,318.8,62.62,north_toroidal,23.6,,
10,1,79.5,81.5,8.0,351.53,66.59,38.98,80.77,0.8434,0.9165,62.27,130.27,80.77,,0.0,1.0,,,,,22,5,5,"2021,2022,2023,2025,2026",2.0,0.318,1.0,321.75,58.58,north_toroidal,26.5,,
13,1,148.5,150.5,10.0,36.73,-15.86,57.7,149.49,0.5927,0.9809,117.36,82.52,329.49,,0.0,1.0,,,,,29,5,5,"2021,2022,2023,2024,2025",3.0,0.414,1.0,239.4,-27.87,south_apex,31.3,,
50,1,163.5,165.5,10.33,36.8,27.89,61.57,164.53,0.4088,0.9588,146.82,283.01,164.53,,0.0,1.0,,,,,97,7,5,"2020,2022,2023,2024,2025",3.26,0.299,0.938,239.05,13.16,north_apex,30.1,,
10,1,40.5,42.5,8.0,331.0,-8.63,67.41,42.01,0.7305,0.9229,174.34,116.05,42.09,,0.0,1.0,,,,,34,5,5,"2021,2022,2024,2025,2026",5.0,0.294,1.0,287.88,2.89,north_apex,21.4,,
13,1,33.0,35.0,10.0,281.36,-14.11,66.54,33.86,0.6278,0.9607,162.02,255.85,33.85,,0.0,1.0,,,,,39,5,5,"2020,2022,2023,2025,2026",3.5,0.436,1.0,247.87,7.83,north_apex,22.8,,
13,1,223.5,225.5,6.11,154.39,38.85,64.72,224.16,0.9562,0.8192,133.42,157.22,224.16,,0.0,1.0,,,,,63,7,5,"2019,2020,2021,2022,2023",2.56,0.238,1.0,277.73,26.06,north_apex,13.2,,
14,1,105.0,107.0,11.0,343.54,-1.42,61.71,106.01,0.3449,0.9563,165.85,291.33,105.99,,0.0,1.0,,,,,53,5,5,"2020,2022,2023,2024,2025",7.0,0.377,1.0,238.33,5.37,north_apex,32.6,,
10,1,70.5,72.5,8.0,303.23,-12.39,59.47,71.49,0.2019,0.9899,154.67,306.99,71.48,,0.0,1.0,,,,,38,5,5,"2022,2023,2024,2025,2026",3.5,0.395,1.0,230.96,7.74,antihelion,31.8,,
14,1,78.0,80.0,11.0,326.34,-23.14,62.92,79.24,0.4457,0.9086,159.37,100.63,259.25,,0.0,1.0,,,,,50,5,5,"2020,2023,2024,2025,2026",3.5,0.58,0.8,241.32,-7.93,south_apex,29.0,,
10,1,216.0,218.0,11.0,119.5,9.5,69.04,217.38,0.941,0.8639,160.61,27.82,37.38,,0.0,1.0,,,,,44,5,5,"2021,2022,2023,2024,2025",6.0,0.364,1.0,263.02,-10.68,south_apex,8.1,,
19,1,279.0,281.0,17.0,139.75,48.06,42.66,279.39,0.3706,0.9604,56.39,285.75,279.39,,0.0,1.0,,,,,30,5,5,"2021,2023,2024,2025,2026",2.0,0.233,1.0,207.17,31.32,antihelion,32.1,,
22,1,250.5,252.5,17.0,131.84,28.38,61.22,251.05,0.2785,0.9697,151.08,298.24,251.05,,0.0,1.0,,,,,35,5,5,"2021,2022,2023,2024,2025",4.0,0.4,1.0,236.19,10.53,north_apex,33.3,,
14,1,223.5,225.5,11.0,102.7,7.4,61.88,224.82,0.3995,0.9589,142.07,103.25,44.82,,0.0,1.0,,,,,162,6,5,"2021,2022,2023,2024,2025",5.93,0.321,0.944,238.65,-15.57,south_apex,30.2,,
19,1,12.0,14.0,6.01,299.1,-2.72,66.16,12.82,0.7712,0.9515,145.67,121.41,12.82,,0.0,1.0,,,,,36,5,5,"2021,2022,2024,2025,2026",3.5,0.361,1.0,287.27,18.05,north_apex,16.8,,
10,1,336.0,338.0,8.0,265.38,0.01,64.96,337.45,0.7829,0.9551,135.87,123.69,337.45,,0.0,1.0,,,,,25,5,5,"2021,2023,2024,2025,2026",2.5,0.36,1.0,288.19,23.46,north_apex,19.2,,
21,1,117.0,119.0,5.52,345.21,47.44,51.92,118.0,0.9581,0.7794,94.97,209.83,118.0,,0.0,1.0,,,,,30,5,5,"2021,2022,2023,2024,2025",5.0,0.3,1.0,254.38,48.8,north_toroidal,14.4,,
12,1,93.0,95.0,9.0,352.62,-21.32,65.19,94.61,0.7558,0.9339,148.4,64.02,274.61,,0.0,1.0,,,,,40,5,5,"2022,2023,2024,2025,2026",3.0,0.45,1.0,250.6,-16.65,south_apex,18.7,,
11,1,349.5,351.5,9.0,284.8,-45.74,63.5,349.99,0.7004,0.9469,133.56,292.58,169.99,,0.0,1.0,,,,,20,5,5,"2022,2023,2024,2025,2026",2.0,0.3,1.0,291.39,-22.47,south_apex,21.6,,
12,1,333.0,335.0,9.0,266.77,-8.06,65.63,334.07,0.6266,0.9373,148.26,103.46,334.07,,0.0,1.0,,,,,24,5,5,"2022,2023,2024,2025,2026",2.5,0.292,1.0,292.74,15.87,north_apex,21.9,,
12,1,117.0,119.0,9.0,5.93,-6.43,64.51,118.26,0.5309,0.9388,161.71,90.62,298.27,,0.0,1.0,,,,,28,5,5,"2021,2022,2023,2024,2025",3.0,0.321,1.0,244.95,-8.49,south_apex,25.4,,
11,1,82.5,84.5,5.37,6.9,-16.33,67.21,83.31,0.9701,0.8908,149.01,335.14,263.32,,0.0,1.0,,,,,28,5,5,"2022,2023,2024,2025,2026",3.0,0.429,1.0,280.72,-17.85,south_apex,10.7,,
11,1,255.0,257.0,9.0,267.86,46.66,22.89,255.67,0.9362,0.6961,33.96,151.81,255.66,,0.0,1.0,,,,,31,5,5,"2020,2021,2023,2024,2025",4.0,0.323,1.0,10.8,70.0,north_toroidal,43.8,,
52,3,339.0,344.0,26.0,179.32,-19.66,43.59,341.44,0.2126,0.9792,48.13,127.46,161.44,,0.0,1.0,,,,,82,5,5,"2022,2023,2024,2025,2026",5.5,0.427,1.0,205.92,-19.22,antihelion,20.1,,
11,1,51.0,53.0,9.0,253.5,36.96,26.61,51.98,0.8588,0.6019,41.82,232.79,51.99,,0.0,1.0,,,,,26,5,5,"2022,2023,2024,2025,2026",2.5,0.423,1.0,195.11,60.45,north_toroidal,37.2,,
49,4,4.5,9.5,10.0,306.29,-3.41,62.32,7.06,0.4263,0.9868,143.57,80.22,7.05,,0.0,1.0,,,,,41,5,5,"2022,2023,2024,2025,2026",4.5,0.341,1.0,300.97,15.36,north_apex,29.9,,
34,1,252.0,254.0,27.0,113.92,-31.26,46.68,253.34,0.7974,0.9503,77.73,52.47,73.34,,0.0,1.0,,,,,42,5,5,"2021,2022,2023,2024,2025",3.0,0.381,1.0,230.19,-53.09,south_apex,50.4,,
11,1,219.0,221.0,9.0,118.47,8.04,69.25,220.25,0.8848,0.9309,157.22,39.41,40.24,,0.0,1.0,,,,,61,5,5,"2021,2022,2023,2024,2025",12.0,0.262,1.0,258.67,-12.6,south_apex,11.3,,
12,1,247.5,249.5,5.37,84.95,72.12,35.32,248.45,0.692,0.9594,50.13,247.07,248.45,,0.0,1.0,,,,,25,5,5,"2021,2022,2023,2024,2025",3.0,0.4,1.0,200.13,49.23,north_toroidal,41.9,,
10,1,169.5,171.5,9.0,108.93,8.64,62.85,170.96,0.4749,0.9264,148.62,264.68,350.96,,0.0,1.0,,,,,26,5,5,"2020,2021,2023,2024,2025",4.0,0.346,1.0,299.3,-12.48,south_apex,28.6,,
278,12,0.0,360.5,37.0,196.35,-46.18,44.96,2.61,0.4656,0.9744,67.51,95.19,182.61,,0.0,1.0,,,,,143,5,5,"2022,2023,2024,2025,2026",6.5,0.385,1.0,209.55,-35.59,antihelion,36.7,,
33,2,55.5,59.0,9.0,2.22,-34.33,60.27,58.04,0.8291,0.9204,122.16,308.83,238.04,,0.0,1.0,,,,,42,5,5,"2022,2023,2024,2025,2026",2.0,0.381,1.0,288.62,-31.17,south_apex,23.6,,
10,1,337.5,339.5,9.0,205.03,-16.06,60.6,338.77,0.1709,0.9925,161.91,130.51,158.77,,0.0,1.0,,,,,36,5,5,"2022,2023,2024,2025,2026",3.5,0.417,1.0,230.33,-4.52,antihelion,30.6,,
11,1,252.0,254.0,9.0,85.81,-35.35,30.8,253.05,0.8261,0.9274,43.74,48.12,73.05,,0.0,1.0,,,,,28,5,5,"2021,2022,2023,2024,2025",4.0,0.25,1.0,189.34,-57.91,antihelion,58.7,,
32,1,232.5,234.5,25.0,252.96,65.79,28.02,233.82,0.9862,0.7027,44.36,174.96,233.82,,0.0,1.0,,,,,79,6,5,"2020,2021,2022,2023,2025",2.75,0.278,1.0,313.13,83.04,north_toroidal,26.8,,
32,1,34.5,36.5,25.0,273.89,-16.26,62.71,35.48,0.3531,0.944,161.17,289.82,35.47,,0.0,1.0,,,,,73,7,5,"2020,2023,2024,2025,2026",2.79,0.301,1.0,238.08,7.53,north_apex,32.2,,
32,1,37.5,39.5,25.0,281.7,-45.8,61.23,38.56,0.5227,0.9626,128.37,89.39,218.56,,0.0,1.0,,,,,40,5,5,"2022,2023,2024,2025,2026",4.0,0.3,1.0,238.41,-23.13,south_apex,30.9,,
11,1,342.0,344.0,9.0,221.92,11.38,56.87,342.73,0.4131,0.9681,112.38,280.69,342.73,,0.0,1.0,,,,,18,5,5,"2021,2023,2024,2025,2026",2.0,0.333,1.0,232.37,25.96,north_apex,36.9,,
11,1,243.0,245.0,9.0,113.1,-8.5,55.95,244.08,0.4685,0.963,106.12,93.59,64.08,,0.0,1.0,,,,,29,5,5,"2021,2022,2023,2024,2025",5.0,0.276,1.0,232.47,-29.67,south_apex,37.7,,
12,1,88.5,90.5,5.37,7.24,-16.23,68.14,89.74,1.0148,0.964,149.72,352.56,269.75,,0.0,1.0,,,,,20,5,5,"2021,2023,2024,2025,2026",2.0,0.4,1.0,274.7,-17.88,south_apex,5.3,,
16,1,246.0,248.0,9.09,88.15,50.72,39.12,246.68,0.3599,0.9518,46.81,286.52,246.68,,0.0,1.0,,,,,37,5,5,"2019,2022,2023,2024,2025",6.0,0.324,1.0,201.45,27.67,antihelion,27.7,,
18,1,298.5,300.5,9.09,240.52,13.18,58.96,299.83,0.6904,0.9088,116.21,111.39,299.83,,0.0,1.0,,,,,22,5,5,"2020,2023,2024,2025,2026",2.5,0.318,1.0,294.91,31.81,north_apex,28.4,,
17,1,339.0,341.0,9.09,191.98,14.21,43.12,340.08,0.1854,0.9785,48.05,310.1,340.08,,0.0,1.0,,,,,51,5,5,"2022,2023,2024,2025,2026",5.5,0.471,1.0,205.39,18.6,antihelion,19.3,,
72,2,57.0,60.5,23.0,288.52,5.48,56.2,58.23,0.452,0.9589,111.56,277.07,58.23,,0.0,1.0,,,,,38,5,5,"2022,2023,2024,2025,2026",2.0,0.316,1.0,232.56,27.79,north_apex,37.1,,
22,1,192.0,194.0,9.17,107.48,-0.31,66.2,192.67,0.9716,0.8896,140.6,340.25,12.67,,0.0,1.0,,,,,76,5,5,"2021,2022,2023,2024,2025",13.0,0.303,1.0,277.05,-22.93,south_apex,10.4,,
19,1,171.0,173.0,9.84,95.77,10.12,67.01,172.26,0.8413,0.8697,155.54,309.91,352.27,,0.0,1.0,,,,,29,5,5,"2020,2022,2023,2024,2025",4.0,0.345,1.0,284.11,-13.19,south_apex,13.8,,
11,1,190.5,192.5,5.37,85.77,-15.65,57.48,191.48,0.8793,0.9287,110.53,41.58,11.48,,0.0,1.0,,,,,22,5,5,"2021,2022,2023,2024,2025",3.0,0.273,1.0,252.7,-38.74,south_apex,28.3,,
21,1,51.0,53.0,5.42,322.36,12.33,64.77,51.94,0.9801,0.9064,135.45,159.74,51.94,,0.0,1.0,,,,,42,5,5,"2022,2023,2024,2025,2026",4.0,0.405,1.0,276.53,26.31,north_apex,12.9,,
11,1,309.0,311.0,10.0,179.51,-5.04,57.09,309.92,0.1341,0.9515,162.74,140.7,129.91,,0.0,1.0,,,,,19,5,5,"2021,2023,2024,2025,2026",2.0,0.421,1.0,230.88,-4.41,antihelion,31.2,,
67,3,19.5,24.5,9.7,302.83,-47.06,65.01,20.45,0.9916,0.8757,134.16,347.85,200.45,,0.0,1.0,,,,,34,5,5,"2022,2023,2024,2025,2026",2.5,0.412,1.0,273.79,-26.71,south_apex,12.2,,
11,1,57.0,59.0,9.0,287.39,-6.37,56.51,58.09,0.2305,0.9583,127.93,303.53,58.09,,0.0,1.0,,,,,35,5,5,"2022,2023,2024,2025,2026",3.5,0.371,1.0,230.0,16.12,antihelion,33.8,,
10,1,244.5,246.5,8.0,120.96,76.83,40.01,245.66,0.7722,0.9175,62.39,236.78,245.66,,0.0,1.0,,,,,30,5,5,"2019,2021,2022,2024,2025",3.0,0.3,1.0,216.45,55.54,north_toroidal,28.9,,
15,1,303.0,305.0,14.0,225.62,-25.56,68.39,303.45,0.7539,0.8902,164.16,296.97,123.44,,0.0,1.0,,,,,15,5,5,"2022,2023,2024,2025,2026",2.5,0.267,1.0,287.18,-8.1,south_apex,18.2,,
18,1,325.5,327.5,15.06,192.8,-16.85,59.65,326.61,0.2111,0.9748,148.65,126.21,146.61,,0.0,1.0,,,,,36,5,5,"2022,2023,2024,2025,2026",2.0,0.417,1.0,232.84,-9.4,antihelion,34.0,,
19,1,94.5,96.5,15.0,295.33,17.11,39.19,95.66,0.5227,0.9467,56.6,271.76,95.66,,0.0,1.0,,,,,29,5,5,"2022,2023,2024,2025,2026",4.5,0.241,1.0,205.1,37.67,antihelion,38.0,,
16,1,69.0,71.0,14.0,288.34,20.33,46.48,70.1,0.6117,0.9199,79.48,261.52,70.1,,0.0,1.0,,,,,22,5,5,"2020,2023,2024,2025,2026",2.5,0.318,1.0,223.22,41.28,north_toroidal,35.1,,
21,2,67.5,71.0,12.0,309.83,50.77,38.36,68.98,1.0114,0.5437,68.82,177.65,68.99,,0.0,1.0,,,,,30,5,5,"2021,2023,2024,2025,2026",3.0,0.3,1.0,268.69,64.37,north_toroidal,4.4,,
18,1,172.5,174.5,15.0,72.4,-26.29,52.52,173.14,0.9208,0.9111,95.9,33.9,353.14,,0.0,1.0,,,,,29,5,5,"2021,2022,2023,2024,2025",5.0,0.345,1.0,252.66,-47.31,south_apex,35.6,,
27,2,90.0,93.5,13.0,26.83,-50.65,49.8,92.3,1.0092,0.9566,88.55,10.08,272.3,,0.0,1.0,,,,,36,5,5,"2022,2023,2024,2025,2026",2.5,0.472,1.0,262.24,-54.34,south_apex,39.9,,
17,1,55.5,57.5,15.0,325.02,44.26,49.19,56.72,0.9271,0.9572,86.03,145.98,56.72,,0.0,1.0,,,,,26,5,5,"2022,2023,2024,2025,2026",2.0,0.538,1.0,293.44,54.02,north_toroidal,14.1,,
25,2,60.0,63.5,12.0,264.3,7.5,39.84,60.89,0.4094,0.9689,52.55,283.14,60.89,,0.0,1.0,,,,,49,5,5,"2022,2023,2024,2025,2026",2.0,0.347,1.0,202.98,31.61,antihelion,31.7,,
16,1,58.5,60.5,13.0,332.58,0.97,69.51,59.38,0.9854,0.972,159.91,161.35,59.36,,0.0,1.0,,,,,29,5,5,"2021,2023,2024,2025,2026",3.0,0.31,0.862,275.97,11.91,north_apex,6.6,,
19,1,52.5,54.5,15.0,287.7,9.9,56.53,53.58,0.6005,0.9278,110.13,260.08,53.57,,0.0,1.0,,,,,39,5,5,"2022,2023,2024,2025,2026",4.5,0.385,1.0,237.12,32.35,north_apex,34.7,,
14,1,348.0,350.0,7.6,275.8,-9.22,66.87,348.8,0.7687,0.9139,152.33,122.35,348.79,,0.0,1.0,,,,,38,5,5,"2022,2023,2024,2025,2026",3.5,0.342,1.0,286.81,15.53,north_apex,16.2,,
14,1,93.0,95.0,12.0,315.46,24.31,51.83,93.75,0.6389,0.9578,95.47,256.15,93.75,,0.0,1.0,,,,,28,5,5,"2022,2023,2024,2025,2026",3.5,0.286,1.0,232.73,38.1,north_toroidal,32.8,,
13,1,52.5,54.5,6.86,330.38,14.18,65.1,54.01,0.876,0.9412,136.27,136.29,54.01,,0.0,1.0,,,,,24,5,5,"2021,2023,2024,2025,2026",3.0,0.25,1.0,284.69,24.34,north_apex,16.7,,
